sample_id,true_label,target_class,direction,budget,operator,full_logit,perturbed_logit,Q,logmel_target_NRMSE,stft_magnitude_target_NRMSE,waveform_gap_vs_OP,magnitude_gap_vs_OP,logmel_gap_vs_OP,phase_gap_vs_original_rad,gl_random_seed
1,1,0,OUT,0.2,GL_ORIG64,0.04146873950958252,0.04128332436084747,0.0001854151487350464,0.01660798490047455,0.0229243952780962,0.16012120246887207,0.04610533267259598,0.01916828192770481,0.6402713656425476,
1,1,0,OUT,0.2,GL_RAND64,0.04124915599822998,0.04107308387756348,0.0001760721206665039,0.0326048880815506,0.04475359246134758,1.3231014013290405,0.060243330895900726,0.03517802432179451,1.5717309713363647,43.0
1,1,0,OUT,0.4,OP,0.04159186780452728,0.0411989688873291,0.00039289891719818115,0.020385650917887688,0.05166883394122124,0.0,0.0,0.0,0.0,
1,1,0,OUT,0.4,GL_ORIG64,0.04146873950958252,0.04109363257884979,0.00037510693073272705,0.016484208405017853,0.02322405017912388,0.15442903339862823,0.04299043118953705,0.019026638939976692,0.659177303314209,
1,1,0,OUT,0.4,GL_RAND64,0.04124915599822998,0.04088456928730011,0.0003645867109298706,0.032554470002651215,0.045008283108472824,1.3220609426498413,0.057766709476709366,0.035109784454107285,1.5718944072723389,43.0
1,1,0,OUT,0.6,OP,0.04159186780452728,0.04121720790863037,0.0003746598958969116,0.030128460377454758,0.05745769292116165,0.0,0.0,0.0,0.0,
1,1,0,OUT,0.6,GL_ORIG64,0.04146873950958252,0.041134923696517944,0.0003338158130645752,0.02536274679005146,0.034355565905570984,0.15176038444042206,0.0413968488574028,0.019352883100509644,0.6438562870025635,
1,1,0,OUT,0.6,GL_RAND64,0.04124915599822998,0.04091089963912964,0.0003382563591003418,0.04024059325456619,0.05261143296957016,1.3195651769638062,0.057643890380859375,0.03647883981466293,1.5721386671066284,43.0
1,1,0,OUT,0.8,OP,0.04159186780452728,0.04155494272708893,3.692507743835449e-05,0.03523129224777222,0.05838393792510033,0.0,0.0,0.0,0.0,
1,1,0,OUT,0.8,GL_ORIG64,0.04146873950958252,0.04150910675525665,-4.03672456741333e-05,0.028497694060206413,0.036086760461330414,0.1467917561531067,0.04163501411676407,0.022176705300807953,0.6141743659973145,
1,1,0,OUT,0.8,GL_RAND64,0.04124915599822998,0.04128684103488922,-3.768503665924072e-05,0.04207073152065277,0.05291063338518143,1.3164726495742798,0.05791640654206276,0.037590403109788895,1.5727332830429077,43.0
1,1,0,IN,0.1,OP,0.04159186780452728,0.04789954423904419,0.006307676434516907,0.1533285230398178,0.2190689742565155,0.0,0.0,0.0,0.0,
1,1,0,IN,0.1,GL_ORIG64,0.04146873950958252,0.04790538549423218,0.006436645984649658,0.11090044677257538,0.08968005329370499,0.48665285110473633,0.19767063856124878,0.08807245641946793,0.6233950853347778,
